Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,
,,,-0.0141554059727,0.941516295075417,
,,,-0.0141400058458,0.953978605568409,
,,,-0.0141246057189,0.953978605568409,
,,,-0.014109205592,0.953978605568409,
,,,-0.0140938054651,0.953978605568409,
,,,-0.0140784053382,0.941516295075417,
,,,-0.0140630052113,0.941516295075417,
,,,-0.0140476050844,0.953978605568409,
,,,-0.0140322049575,0.941516295075417,
,,,-0.0140168048306,0.953978605568409,
,,,-0.0140014047037,0.953978605568409,
,,,-0.0139860045768,0.953978605568409,
,,,-0.0139706044499,0.953978605568409,
,,,-0.013955204323,0.953978605568409,
,,,-0.0139398041961,0.941516295075417,
,,,-0.0139244040692,0.953978605568409,
,,,-0.0139090039423,0.953978605568409,
,,,-0.0138936038154,0.953978605568409,
,,,-0.0138782036885,0.953978605568409,
,,,-0.0138628035616,0.941516295075417,
,,,-0.0138474034347,0.941516295075417,
,,,-0.0138320033078,0.941516295075417,
,,,-0.0138166031809,0.941516295075417,
,,,-0.013801203054,0.953978605568409,
,,,-0.0137858029271,0.953978605568409,
,,,-0.0137704028002,0.953978605568409,
,,,-0.0137550026733,0.953978605568409,
,,,-0.0137396025464,0.953978605568409,
,,,-0.0137242024195,0.941516295075417,
,,,-0.0137088022926,0.941516295075417,
,,,-0.0136934021657,0.953978605568409,
,,,-0.0136780020388,0.953978605568409,
,,,-0.0136626019119,0.953978605568409,
,,,-0.013647201785,0.953978605568409,
,,,-0.0136318016581,0.941516295075417,
,,,-0.0136164015312,0.953978605568409,
,,,-0.0136010014043,0.953978605568409,
,,,-0.0135856012774,0.941516295075417,
,,,-0.0135702011505,0.941516295075417,
,,,-0.0135548010236,0.941516295075417,
,,,-0.0135394008967,0.953978605568409,
,,,-0.0135240007698,0.941516295075417,
,,,-0.0135086006429,0.941516295075417,
,,,-0.013493200516,0.953978605568409,
,,,-0.0134778003891,0.941516295075417,
,,,-0.0134624002622,0.941516295075417,
,,,-0.0134470001353,0.953978605568409,
,,,-0.0134316000084,0.941516295075417,
,,,-0.0134161998815,0.941516295075417,
,,,-0.0134007997546,0.941516295075417,
,,,-0.0133853996277,0.953978605568409,
,,,-0.0133699995008,0.953978605568409,
,,,-0.0133545993739,0.953978605568409,
,,,-0.013339199247,0.941516295075417,
,,,-0.0133237991201,0.953978605568409,
,,,-0.0133083989932,0.941516295075417,
,,,-0.0132929988663,0.941516295075417,
,,,-0.0132775987394,0.953978605568409,
,,,-0.0132621986125,0.953978605568409,
,,,-0.0132467984856,0.953978605568409,
,,,-0.0132313983587,0.953978605568409,
,,,-0.0132159982318,0.953978605568409,
,,,-0.0132005981049,0.941516295075417,
,,,-0.013185197978,0.953978605568409,
,,,-0.0131697978511,0.953978605568409,
,,,-0.0131543977242,0.941516295075417,
,,,-0.0131389975973,0.941516295075417,
,,,-0.0131235974704,0.953978605568409,
,,,-0.0131081973435,0.953978605568409,
,,,-0.0130927972166,0.941516295075417,
,,,-0.0130773970897,0.953978605568409,
,,,-0.0130619969628,0.953978605568409,
,,,-0.0130465968359,0.953978605568409,
,,,-0.013031196709,0.941516295075417,
,,,-0.0130157965821,0.953978605568409,
,,,-0.0130003964552,0.953978605568409,
,,,-0.0129849963283,0.941516295075417,
,,,-0.0129695962014,0.953978605568409,
,,,-0.0129541960745,0.953978605568409,
,,,-0.0129387959476,0.953978605568409,
,,,-0.0129233958207,0.966440916061401,
,,,-0.0129079956938,0.953978605568409,
,,,-0.0128925955669,0.941516295075417,
,,,-0.01287719544,0.941516295075417,
,,,-0.0128617953131,0.941516295075417,
,,,-0.0128463951862,0.953978605568409,
,,,-0.0128309950593,0.953978605568409,
,,,-0.0128155949324,0.953978605568409,
,,,-0.0128001948055,0.941516295075417,
,,,-0.0127847946786,0.953978605568409,
,,,-0.0127693945517,0.941516295075417,
,,,-0.0127539944248,0.941516295075417,
,,,-0.0127385942979,0.941516295075417,
,,,-0.012723194171,0.941516295075417,
,,,-0.0127077940441,0.953978605568409,
,,,-0.0126923939172,0.941516295075417,
,,,-0.0126769937903,0.953978605568409,
,,,-0.0126615936634,0.953978605568409,
,,,-0.0126461935365,0.953978605568409,
,,,-0.0126307934096,0.941516295075417,
,,,-0.0126153932827,0.941516295075417,
,,,-0.0125999931558,0.953978605568409,
,,,-0.0125845930289,0.953978605568409,
,,,-0.012569192902,0.953978605568409,
,,,-0.0125537927751,0.953978605568409,
,,,-0.0125383926482,0.953978605568409,
,,,-0.0125229925213,0.953978605568409,
,,,-0.0125075923944,0.953978605568409,
,,,-0.0124921922675,0.953978605568409,
,,,-0.0124767921406,0.953978605568409,
,,,-0.0124613920137,0.953978605568409,
,,,-0.0124459918868,0.953978605568409,
,,,-0.0124305917599,0.953978605568409,
,,,-0.012415191633,0.941516295075417,
,,,-0.0123997915061,0.953978605568409,
,,,-0.0123843913792,0.953978605568409,
,,,-0.0123689912523,0.941516295075417,
,,,-0.0123535911254,0.941516295075417,
,,,-0.0123381909985,0.953978605568409,
,,,-0.0123227908716,0.953978605568409,
,,,-0.0123073907447,0.953978605568409,
,,,-0.0122919906178,0.953978605568409,
,,,-0.0122765904909,0.941516295075417,
,,,-0.012261190364,0.941516295075417,
,,,-0.0122457902371,0.953978605568409,
,,,-0.0122303901102,0.953978605568409,
,,,-0.0122149899833,0.941516295075417,
,,,-0.0121995898564,0.953978605568409,
,,,-0.0121841897295,0.941516295075417,
,,,-0.0121687896026,0.941516295075417,
,,,-0.0121533894757,0.941516295075417,
,,,-0.0121379893488,0.953978605568409,
,,,-0.0121225892219,0.953978605568409,
,,,-0.012107189095,0.953978605568409,
,,,-0.0120917889681,0.953978605568409,
,,,-0.0120763888412,0.941516295075417,
,,,-0.0120609887143,0.953978605568409,
,,,-0.0120455885874,0.941516295075417,
,,,-0.0120301884605,0.953978605568409,
,,,-0.0120147883336,0.941516295075417,
,,,-0.0119993882067,0.941516295075417,
,,,-0.0119839880798,0.941516295075417,
,,,-0.0119685879529,0.941516295075417,
,,,-0.011953187826,0.941516295075417,
,,,-0.0119377876991,0.941516295075417,
,,,-0.0119223875722,0.953978605568409,
,,,-0.0119069874453,0.953978605568409,
,,,-0.0118915873184,0.941516295075417,
,,,-0.0118761871915,0.953978605568409,
,,,-0.0118607870646,0.941516295075417,
,,,-0.0118453869377,0.953978605568409,
,,,-0.0118299868108,0.953978605568409,
,,,-0.0118145866839,0.953978605568409,
,,,-0.011799186557,0.953978605568409,
,,,-0.0117837864301,0.953978605568409,
,,,-0.0117683863032,0.953978605568409,
,,,-0.0117529861763,0.953978605568409,
,,,-0.0117375860494,0.953978605568409,
,,,-0.0117221859225,0.941516295075417,
,,,-0.0117067857956,0.953978605568409,
,,,-0.0116913856687,0.941516295075417,
,,,-0.0116759855418,0.953978605568409,
,,,-0.0116605854149,0.941516295075417,
,,,-0.011645185288,0.953978605568409,
,,,-0.0116297851611,0.953978605568409,
,,,-0.0116143850342,0.953978605568409,
,,,-0.0115989849073,0.941516295075417,
,,,-0.0115835847804,0.941516295075417,
,,,-0.0115681846535,0.953978605568409,
,,,-0.0115527845266,0.953978605568409,
,,,-0.0115373843997,0.941516295075417,
,,,-0.0115219842728,0.953978605568409,
,,,-0.0115065841459,0.941516295075417,
,,,-0.011491184019,0.953978605568409,
,,,-0.0114757838921,0.953978605568409,
,,,-0.0114603837652,0.941516295075417,
,,,-0.0114449836383,0.953978605568409,
,,,-0.0114295835114,0.953978605568409,
,,,-0.0114141833845,0.953978605568409,
,,,-0.0113987832576,0.953978605568409,
,,,-0.0113833831307,0.941516295075417,
,,,-0.0113679830038,0.941516295075417,
,,,-0.0113525828769,0.953978605568409,
,,,-0.01133718275,0.953978605568409,
,,,-0.0113217826231,0.941516295075417,
,,,-0.0113063824962,0.953978605568409,
,,,-0.0112909823693,0.953978605568409,
,,,-0.0112755822424,0.966440916061401,
,,,-0.0112601821155,0.941516295075417,
,,,-0.0112447819886,0.953978605568409,
,,,-0.0112293818617,0.953978605568409,
,,,-0.0112139817348,0.953978605568409,
,,,-0.0111985816079,0.953978605568409,
,,,-0.011183181481,0.953978605568409,
,,,-0.0111677813541,0.953978605568409,
,,,-0.0111523812272,0.953978605568409,
,,,-0.0111369811003,0.953978605568409,
,,,-0.0111215809734,0.953978605568409,
,,,-0.0111061808465,0.941516295075417,
,,,-0.0110907807196,0.953978605568409,
,,,-0.0110753805927,0.953978605568409,
,,,-0.0110599804658,0.953978605568409,
,,,-0.0110445803389,0.941516295075417,
,,,-0.011029180212,0.953978605568409,
,,,-0.0110137800851,0.953978605568409,
,,,-0.0109983799582,0.953978605568409,
,,,-0.0109829798313,0.953978605568409,
,,,-0.0109675797044,0.953978605568409,
,,,-0.0109521795775,0.941516295075417,
,,,-0.0109367794506,0.941516295075417,
,,,-0.0109213793237,0.941516295075417,
,,,-0.0109059791968,0.953978605568409,
,,,-0.0108905790699,0.941516295075417,
,,,-0.010875178943,0.953978605568409,
,,,-0.0108597788161,0.953978605568409,
,,,-0.0108443786892,0.953978605568409,
,,,-0.0108289785623,0.953978605568409,
,,,-0.0108135784354,0.953978605568409,
,,,-0.0107981783085,0.953978605568409,
,,,-0.0107827781816,0.953978605568409,
,,,-0.0107673780547,0.953978605568409,
,,,-0.0107519779278,0.941516295075417,
,,,-0.0107365778009,0.953978605568409,
,,,-0.010721177674,0.941516295075417,
,,,-0.0107057775471,0.953978605568409,
,,,-0.0106903774202,0.953978605568409,
,,,-0.0106749772933,0.953978605568409,
,,,-0.0106595771664,0.941516295075417,
,,,-0.0106441770395,0.941516295075417,
,,,-0.0106287769126,0.941516295075417,
,,,-0.0106133767857,0.941516295075417,
,,,-0.0105979766588,0.953978605568409,
,,,-0.0105825765319,0.953978605568409,
,,,-0.010567176405,0.953978605568409,
,,,-0.0105517762781,0.953978605568409,
,,,-0.0105363761512,0.953978605568409,
,,,-0.0105209760243,0.941516295075417,
,,,-0.0105055758974,0.941516295075417,
,,,-0.0104901757705,0.953978605568409,
,,,-0.0104747756436,0.941516295075417,
,,,-0.0104593755167,0.953978605568409,
,,,-0.0104439753898,0.953978605568409,
,,,-0.0104285752629,0.941516295075417,
,,,-0.010413175136,0.941516295075417,
,,,-0.0103977750091,0.941516295075417,
,,,-0.0103823748822,0.953978605568409,
,,,-0.0103669747553,0.953978605568409,
,,,-0.0103515746284,0.953978605568409,
,,,-0.0103361745015,0.953978605568409,
,,,-0.0103207743746,0.953978605568409,
,,,-0.0103053742477,0.941516295075417,
,,,-0.0102899741208,0.953978605568409,
,,,-0.0102745739939,0.953978605568409,
,,,-0.010259173867,0.941516295075417,
,,,-0.0102437737401,0.941516295075417,
,,,-0.0102283736132,0.953978605568409,
,,,-0.0102129734863,0.953978605568409,
,,,-0.0101975733594,0.953978605568409,
,,,-0.0101821732325,0.953978605568409,
,,,-0.0101667731056,0.941516295075417,
,,,-0.0101513729787,0.953978605568409,
,,,-0.0101359728518,0.953978605568409,
,,,-0.0101205727249,0.941516295075417,
,,,-0.010105172598,0.953978605568409,
,,,-0.0100897724711,0.953978605568409,
,,,-0.0100743723442,0.941516295075417,
,,,-0.0100589722173,0.953978605568409,
,,,-0.0100435720904,0.953978605568409,
,,,-0.0100281719635,0.953978605568409,
,,,-0.0100127718366,0.953978605568409,
,,,-0.0099973717097,0.953978605568409,
,,,-0.0099819715828,0.953978605568409,
,,,-0.0099665714559,0.953978605568409,
,,,-0.009951171329,0.953978605568409,
,,,-0.0099357712021,0.953978605568409,
,,,-0.0099203710752,0.941516295075417,
,,,-0.0099049709483,0.953978605568409,
,,,-0.0098895708214,0.941516295075417,
,,,-0.0098741706945,0.941516295075417,
,,,-0.0098587705676,0.953978605568409,
,,,-0.00984337044069999,0.953978605568409,
,,,-0.0098279703138,0.953978605568409,
,,,-0.0098125701869,0.953978605568409,
,,,-0.00979717006,0.953978605568409,
,,,-0.0097817699331,0.953978605568409,
,,,-0.0097663698062,0.941516295075417,
,,,-0.0097509696793,0.953978605568409,
,,,-0.0097355695524,0.953978605568409,
,,,-0.0097201694255,0.941516295075417,
,,,-0.0097047692986,0.953978605568409,
,,,-0.0096893691717,0.953978605568409,
,,,-0.00967396904479999,0.953978605568409,
,,,-0.0096585689179,0.941516295075417,
,,,-0.009643168791,0.941516295075417,
,,,-0.0096277686641,0.953978605568409,
,,,-0.0096123685372,0.953978605568409,
,,,-0.0095969684103,0.953978605568409,
,,,-0.0095815682834,0.941516295075417,
,,,-0.0095661681565,0.941516295075417,
,,,-0.0095507680296,0.953978605568409,
,,,-0.0095353679027,0.953978605568409,
,,,-0.0095199677758,0.953978605568409,
,,,-0.00950456764889999,0.941516295075417,
,,,-0.009489167522,0.941516295075417,
,,,-0.0094737673951,0.941516295075417,
,,,-0.0094583672682,0.941516295075417,
,,,-0.0094429671413,0.953978605568409,
,,,-0.0094275670144,0.941516295075417,
,,,-0.0094121668875,0.953978605568409,
,,,-0.0093967667606,0.953978605568409,
,,,-0.0093813666337,0.953978605568409,
,,,-0.0093659665068,0.953978605568409,
,,,-0.0093505663799,0.953978605568409,
,,,-0.00933516625299999,0.941516295075417,
,,,-0.0093197661261,0.941516295075417,
,,,-0.0093043659992,0.953978605568409,
,,,-0.0092889658723,0.953978605568409,
,,,-0.0092735657454,0.953978605568409,
,,,-0.0092581656185,0.941516295075417,
,,,-0.0092427654916,0.953978605568409,
,,,-0.0092273653647,0.941516295075417,
,,,-0.0092119652378,0.953978605568409,
,,,-0.0091965651109,0.953978605568409,
,,,-0.009181164984,0.941516295075417,
,,,-0.0091657648571,0.953978605568409,
,,,-0.0091503647302,0.941516295075417,
,,,-0.0091349646033,0.941516295075417,
,,,-0.0091195644764,0.941516295075417,
,,,-0.0091041643495,0.953978605568409,
,,,-0.0090887642226,0.941516295075417,
,,,-0.0090733640957,0.953978605568409,
,,,-0.0090579639688,0.953978605568409,
,,,-0.0090425638419,0.953978605568409,
,,,-0.00902716371499999,0.966440916061401,
,,,-0.0090117635881,0.941516295075417,
,,,-0.0089963634612,0.941516295075417,
,,,-0.0089809633343,0.953978605568409,
,,,-0.0089655632074,0.953978605568409,
,,,-0.0089501630805,0.941516295075417,
,,,-0.0089347629536,0.941516295075417,
,,,-0.0089193628267,0.953978605568409,
,,,-0.0089039626998,0.941516295075417,
,,,-0.0088885625729,0.953978605568409,
,,,-0.008873162446,0.941516295075417,
,,,-0.00885776231909999,0.941516295075417,
,,,-0.0088423621922,0.953978605568409,
,,,-0.0088269620653,0.941516295075417,
,,,-0.0088115619384,0.953978605568409,
,,,-0.0087961618115,0.953978605568409,
,,,-0.0087807616846,0.941516295075417,
,,,-0.0087653615577,0.941516295075417,
,,,-0.0087499614308,0.941516295075417,
,,,-0.0087345613039,0.953978605568409,
,,,-0.008719161177,0.941516295075417,
,,,-0.0087037610501,0.953978605568409,
,,,-0.00868836092319999,0.941516295075417,
,,,-0.0086729607963,0.953978605568409,
,,,-0.0086575606694,0.953978605568409,
,,,-0.0086421605425,0.953978605568409,
,,,-0.0086267604156,0.941516295075417,
,,,-0.0086113602887,0.941516295075417,
,,,-0.0085959601618,0.941516295075417,
,,,-0.0085805600349,0.953978605568409,
,,,-0.008565159908,0.941516295075417,
,,,-0.0085497597811,0.953978605568409,
,,,-0.0085343596542,0.953978605568409,
,,,-0.00851895952729999,0.953978605568409,
,,,-0.0085035594004,0.953978605568409,
,,,-0.0084881592735,0.953978605568409,
,,,-0.0084727591466,0.953978605568409,
,,,-0.0084573590197,0.941516295075417,
,,,-0.0084419588928,0.953978605568409,
,,,-0.0084265587659,0.953978605568409,
,,,-0.008411158639,0.941516295075417,
,,,-0.0083957585121,0.953978605568409,
,,,-0.00838035838519999,0.941516295075417,
,,,-0.0083649582583,0.953978605568409,
,,,-0.0083495581314,0.941516295075417,
,,,-0.0083341580045,0.953978605568409,
,,,-0.0083187578776,0.953978605568409,
,,,-0.0083033577507,0.941516295075417,
,,,-0.0082879576238,0.953978605568409,
,,,-0.0082725574969,0.941516295075417,
,,,-0.00825715737,0.953978605568409,
,,,-0.0082417572431,0.953978605568409,
,,,-0.0082263571162,0.953978605568409,
,,,-0.00821095698929999,0.953978605568409,
,,,-0.0081955568624,0.953978605568409,
,,,-0.0081801567355,0.953978605568409,
,,,-0.0081647566086,0.953978605568409,
,,,-0.0081493564817,0.953978605568409,
,,,-0.0081339563548,0.941516295075417,
,,,-0.0081185562279,0.953978605568409,
,,,-0.008103156101,0.953978605568409,
,,,-0.0080877559741,0.953978605568409,
,,,-0.0080723558472,0.953978605568409,
,,,-0.0080569557203,0.941516295075417,
,,,-0.00804155559339999,0.953978605568409,
,,,-0.0080261554665,0.941516295075417,
,,,-0.0080107553396,0.953978605568409,
,,,-0.0079953552127,0.941516295075417,
,,,-0.0079799550858,0.953978605568409,
,,,-0.0079645549589,0.953978605568409,
,,,-0.007949154832,0.953978605568409,
,,,-0.0079337547051,0.941516295075417,
,,,-0.0079183545782,0.953978605568409,
,,,-0.0079029544513,0.941516295075417,
,,,-0.0078875543244,0.953978605568409,
,,,-0.00787215419749999,0.941516295075417,
,,,-0.0078567540706,0.953978605568409,
,,,-0.0078413539437,0.953978605568409,
,,,-0.0078259538168,0.953978605568409,
,,,-0.0078105536899,0.941516295075417,
,,,-0.007795153563,0.953978605568409,
,,,-0.0077797534361,0.953978605568409,
,,,-0.0077643533092,0.953978605568409,
,,,-0.0077489531823,0.953978605568409,
,,,-0.0077335530554,0.941516295075417,
,,,-0.0077181529285,0.953978605568409,
,,,-0.00770275280159999,0.953978605568409,
,,,-0.0076873526747,0.953978605568409,
,,,-0.0076719525478,0.953978605568409,
,,,-0.0076565524209,0.953978605568409,
,,,-0.007641152294,0.953978605568409,
,,,-0.0076257521671,0.953978605568409,
,,,-0.0076103520402,0.953978605568409,
,,,-0.0075949519133,0.953978605568409,
,,,-0.0075795517864,0.953978605568409,
,,,-0.00756415165949999,0.953978605568409,
,,,-0.0075487515326,0.953978605568409,
,,,-0.0075333514057,0.953978605568409,
,,,-0.0075179512788,0.953978605568409,
,,,-0.0075025511519,0.941516295075417,
,,,-0.007487151025,0.953978605568409,
,,,-0.0074717508981,0.953978605568409,
,,,-0.0074563507712,0.953978605568409,
,,,-0.0074409506443,0.953978605568409,
,,,-0.0074255505174,0.941516295075417,
,,,-0.0074101503905,0.941516295075417,
,,,-0.00739475026359999,0.953978605568409,
,,,-0.0073793501367,0.953978605568409,
,,,-0.0073639500098,0.953978605568409,
,,,-0.0073485498829,0.941516295075417,
,,,-0.007333149756,0.953978605568409,
,,,-0.0073177496291,0.953978605568409,
,,,-0.0073023495022,0.953978605568409,
,,,-0.0072869493753,0.953978605568409,
,,,-0.0072715492484,0.953978605568409,
,,,-0.0072561491215,0.953978605568409,
,,,-0.0072407489946,0.953978605568409,
,,,-0.00722534886769999,0.941516295075417,
,,,-0.0072099487408,0.941516295075417,
,,,-0.0071945486139,0.953978605568409,
,,,-0.007179148487,0.941516295075417,
,,,-0.0071637483601,0.953978605568409,
,,,-0.0071483482332,0.941516295075417,
,,,-0.0071329481063,0.953978605568409,
,,,-0.0071175479794,0.953978605568409,
,,,-0.0071021478525,0.953978605568409,
,,,-0.0070867477256,0.941516295075417,
,,,-0.0070713475987,0.953978605568409,
,,,-0.00705594747179999,0.953978605568409,
,,,-0.0070405473449,0.953978605568409,
,,,-0.007025147218,0.953978605568409,
,,,-0.0070097470911,0.953978605568409,
,,,-0.0069943469642,0.953978605568409,
,,,-0.0069789468373,0.941516295075417,
,,,-0.0069635467104,0.953978605568409,
,,,-0.0069481465835,0.953978605568409,
,,,-0.0069327464566,0.953978605568409,
,,,-0.00691734632969999,0.953978605568409,
,,,-0.0069019462028,0.941516295075417,
,,,-0.0068865460759,0.953978605568409,
,,,-0.006871145949,0.953978605568409,
,,,-0.0068557458221,0.941516295075417,
,,,-0.0068403456952,0.953978605568409,
,,,-0.0068249455683,0.953978605568409,
,,,-0.0068095454414,0.953978605568409,
,,,-0.0067941453145,0.953978605568409,
,,,-0.0067787451876,0.953978605568409,
,,,-0.0067633450607,0.953978605568409,
,,,-0.00674794493379999,0.953978605568409,
,,,-0.0067325448069,0.953978605568409,
,,,-0.00671714468,0.953978605568409,
,,,-0.0067017445531,0.953978605568409,
,,,-0.0066863444262,0.941516295075417,
,,,-0.0066709442993,0.953978605568409,
,,,-0.0066555441724,0.953978605568409,
,,,-0.0066401440455,0.953978605568409,
,,,-0.0066247439186,0.953978605568409,
,,,-0.0066093437917,0.953978605568409,
,,,-0.0065939436648,0.941516295075417,
,,,-0.00657854353789999,0.953978605568409,
,,,-0.006563143411,0.941516295075417,
,,,-0.0065477432841,0.953978605568409,
,,,-0.0065323431572,0.953978605568409,
,,,-0.0065169430303,0.941516295075417,
,,,-0.0065015429034,0.953978605568409,
,,,-0.0064861427765,0.941516295075417,
,,,-0.0064707426496,0.941516295075417,
,,,-0.0064553425227,0.953978605568409,
,,,-0.0064399423958,0.953978605568409,
,,,-0.0064245422689,0.953978605568409,
,,,-0.00640914214199999,0.953978605568409,
,,,-0.0063937420151,0.953978605568409,
,,,-0.0063783418882,0.953978605568409,
,,,-0.0063629417613,0.953978605568409,
,,,-0.0063475416344,0.941516295075417,
,,,-0.0063321415075,0.953978605568409,
,,,-0.0063167413806,0.953978605568409,
,,,-0.0063013412537,0.953978605568409,
,,,-0.0062859411268,0.941516295075417,
,,,-0.0062705409999,0.941516295075417,
,,,-0.006255140873,0.953978605568409,
,,,-0.00623974074609999,0.953978605568409,
,,,-0.0062243406192,0.953978605568409,
,,,-0.0062089404923,0.953978605568409,
,,,-0.0061935403654,0.953978605568409,
,,,-0.0061781402385,0.941516295075417,
,,,-0.0061627401116,0.953978605568409,
,,,-0.0061473399847,0.953978605568409,
,,,-0.0061319398578,0.953978605568409,
,,,-0.0061165397309,0.953978605568409,
,,,-0.00610113960399999,0.953978605568409,
,,,-0.0060857394771,0.941516295075417,
,,,-0.0060703393502,0.953978605568409,
,,,-0.0060549392233,0.941516295075417,
,,,-0.0060395390964,0.941516295075417,
,,,-0.0060241389695,0.953978605568409,
,,,-0.0060087388426,0.953978605568409,
,,,-0.0059933387157,0.953978605568409,
,,,-0.0059779385888,0.941516295075417,
,,,-0.0059625384619,0.953978605568409,
,,,-0.005947138335,0.941516295075417,
,,,-0.00593173820809999,0.953978605568409,
,,,-0.0059163380812,0.953978605568409,
,,,-0.0059009379543,0.953978605568409,
,,,-0.0058855378274,0.953978605568409,
,,,-0.0058701377005,0.953978605568409,
,,,-0.0058547375736,0.953978605568409,
,,,-0.0058393374467,0.953978605568409,
,,,-0.0058239373198,0.941516295075417,
,,,-0.0058085371929,0.953978605568409,
,,,-0.005793137066,0.953978605568409,
,,,-0.0057777369391,0.941516295075417,
,,,-0.00576233681219999,0.941516295075417,
,,,-0.0057469366853,0.941516295075417,
,,,-0.0057315365584,0.953978605568409,
,,,-0.0057161364315,0.941516295075417,
,,,-0.0057007363046,0.953978605568409,
,,,-0.0056853361777,0.941516295075417,
,,,-0.0056699360508,0.941516295075417,
,,,-0.0056545359239,0.941516295075417,
,,,-0.005639135797,0.941516295075417,
,,,-0.0056237356701,0.953978605568409,
,,,-0.0056083355432,0.941516295075417,
,,,-0.00559293541629999,0.941516295075417,
,,,-0.0055775352894,0.941516295075417,
,,,-0.0055621351625,0.953978605568409,
,,,-0.0055467350356,0.953978605568409,
,,,-0.0055313349087,0.953978605568409,
,,,-0.0055159347818,0.941516295075417,
,,,-0.0055005346549,0.953978605568409,
,,,-0.005485134528,0.941516295075417,
,,,-0.0054697344011,0.953978605568409,
,,,-0.00545433427419999,0.941516295075417,
,,,-0.0054389341473,0.953978605568409,
,,,-0.00542353402039999,0.941516295075417,
,,,-0.0054081338935,0.953978605568409,
,,,-0.0053927337666,0.941516295075417,
,,,-0.0053773336397,0.953978605568409,
,,,-0.0053619335128,0.953978605568409,
,,,-0.0053465333859,0.953978605568409,
,,,-0.005331133259,0.953978605568409,
,,,-0.0053157331321,0.953978605568409,
,,,-0.0053003330052,0.953978605568409,
,,,-0.00528493287829999,0.953978605568409,
,,,-0.0052695327514,0.953978605568409,
,,,-0.0052541326245,0.941516295075417,
,,,-0.0052387324976,0.941516295075417,
,,,-0.0052233323707,0.941516295075417,
,,,-0.0052079322438,0.953978605568409,
,,,-0.0051925321169,0.953978605568409,
,,,-0.00517713199,0.941516295075417,
,,,-0.0051617318631,0.953978605568409,
,,,-0.0051463317362,0.953978605568409,
,,,-0.0051309316093,0.953978605568409,
,,,-0.00511553148239999,0.953978605568409,
,,,-0.0051001313555,0.953978605568409,
,,,-0.0050847312286,0.941516295075417,
,,,-0.0050693311017,0.953978605568409,
,,,-0.0050539309748,0.953978605568409,
,,,-0.0050385308479,0.941516295075417,
,,,-0.005023130721,0.953978605568409,
,,,-0.0050077305941,0.941516295075417,
,,,-0.0049923304672,0.953978605568409,
,,,-0.0049769303403,0.953978605568409,
,,,-0.0049615302134,0.953978605568409,
,,,-0.00494613008649999,0.953978605568409,
,,,-0.0049307299596,0.953978605568409,
,,,-0.0049153298327,0.941516295075417,
,,,-0.0048999297058,0.941516295075417,
,,,-0.0048845295789,0.941516295075417,
,,,-0.004869129452,0.953978605568409,
,,,-0.0048537293251,0.941516295075417,
,,,-0.0048383291982,0.941516295075417,
,,,-0.0048229290713,0.953978605568409,
,,,-0.0048075289444,0.953978605568409,
,,,-0.0047921288175,0.941516295075417,
,,,-0.00477672869059999,0.953978605568409,
,,,-0.0047613285637,0.929053984582424,
,,,-0.0047459284368,0.953978605568409,
,,,-0.0047305283099,0.953978605568409,
,,,-0.004715128183,0.941516295075417,
,,,-0.0046997280561,0.953978605568409,
,,,-0.0046843279292,0.953978605568409,
,,,-0.0046689278023,0.941516295075417,
,,,-0.0046535276754,0.953978605568409,
,,,-0.00463812754849999,0.953978605568409,
,,,-0.0046227274216,0.953978605568409,
,,,-0.00460732729469999,0.941516295075417,
,,,-0.0045919271678,0.941516295075417,
,,,-0.0045765270409,0.941516295075417,
,,,-0.004561126914,0.953978605568409,
,,,-0.0045457267871,0.941516295075417,
,,,-0.0045303266602,0.953978605568409,
,,,-0.0045149265333,0.941516295075417,
,,,-0.0044995264064,0.953978605568409,
,,,-0.0044841262795,0.953978605568409,
,,,-0.00446872615259999,0.941516295075417,
,,,-0.0044533260257,0.953978605568409,
,,,-0.0044379258988,0.953978605568409,
,,,-0.0044225257719,0.953978605568409,
,,,-0.004407125645,0.941516295075417,
,,,-0.0043917255181,0.953978605568409,
,,,-0.0043763253912,0.953978605568409,
,,,-0.0043609252643,0.953978605568409,
,,,-0.0043455251374,0.953978605568409,
,,,-0.0043301250105,0.941516295075417,
,,,-0.0043147248836,0.953978605568409,
,,,-0.00429932475669999,0.941516295075417,
,,,-0.0042839246298,0.953978605568409,
,,,-0.0042685245029,0.941516295075417,
,,,-0.004253124376,0.953978605568409,
,,,-0.0042377242491,0.953978605568409,
,,,-0.0042223241222,0.941516295075417,
,,,-0.0042069239953,0.941516295075417,
,,,-0.0041915238684,0.953978605568409,
,,,-0.0041761237415,0.953978605568409,
,,,-0.0041607236146,0.953978605568409,
,,,-0.0041453234877,0.953978605568409,
,,,-0.00412992336079999,0.953978605568409,
,,,-0.0041145232339,0.941516295075417,
,,,-0.004099123107,0.941516295075417,
,,,-0.0040837229801,0.941516295075417,
,,,-0.0040683228532,0.953978605568409,
,,,-0.0040529227263,0.941516295075417,
,,,-0.0040375225994,0.941516295075417,
,,,-0.0040221224725,0.941516295075417,
,,,-0.0040067223456,0.941516295075417,
,,,-0.00399132221869999,0.953978605568409,
,,,-0.0039759220918,0.953978605568409,
,,,-0.00396052196489999,0.953978605568409,
,,,-0.003945121838,0.953978605568409,
,,,-0.0039297217111,0.941516295075417,
