Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,,,Function Channels,,
,,,-0.0176977125,5.81438221037388,0.913057804107666,,-0.0176977125,4.92587471753359,
,,,-0.0176899125,5.81438221037388,0.932756297290325,,-0.0176899125,4.92587471753359,
,,,-0.0176821125,5.81438221037388,0.932756297290325,,-0.0176821125,4.92587471753359,
,,,-0.0176743125,5.81438221037388,0.913057804107666,,-0.0176743125,4.92587471753359,
,,,-0.0176665125,5.81438221037388,0.913057804107666,,-0.0176665125,4.92587471753359,
,,,-0.0176587125,5.81438221037388,0.932756297290325,,-0.0176587125,4.92587471753359,
,,,-0.0176509125,5.81438221037388,0.932756297290325,,-0.0176509125,4.92587471753359,
,,,-0.0176431125,5.81438221037388,0.932756297290325,,-0.0176431125,4.92587471753359,
,,,-0.0176353125,5.81438221037388,0.913057804107666,,-0.0176353125,4.92587471753359,
,,,-0.0176275125,5.81438221037388,0.913057804107666,,-0.0176275125,4.90634346939623,
,,,-0.0176197125,5.8754877448082,0.932756297290325,,-0.0176197125,4.90634346939623,
,,,-0.0176119125,5.8754877448082,0.932756297290325,,-0.0176119125,4.92587471753359,
,,,-0.0176041125,5.81438221037388,0.913057804107666,,-0.0176041125,4.92587471753359,
,,,-0.0175963125,5.8754877448082,0.932756297290325,,-0.0175963125,4.92587471753359,
,,,-0.0175885125,5.81438221037388,0.932756297290325,,-0.0175885125,4.92587471753359,
,,,-0.0175807125,5.81438221037388,0.932756297290325,,-0.0175807125,4.92587471753359,
,,,-0.0175729125,5.8754877448082,0.913057804107666,,-0.0175729125,4.92587471753359,
,,,-0.0175651125,5.8754877448082,0.932756297290325,,-0.0175651125,4.92587471753359,
,,,-0.0175573125,5.81438221037388,0.932756297290325,,-0.0175573125,4.92587471753359,
,,,-0.0175495125,5.81438221037388,0.913057804107666,,-0.0175495125,4.92587471753359,
,,,-0.0175417125,5.81438221037388,0.932756297290325,,-0.0175417125,4.92587471753359,
,,,-0.0175339125,5.8754877448082,0.913057804107666,,-0.0175339125,4.92587471753359,
,,,-0.0175261125,5.81438221037388,0.913057804107666,,-0.0175261125,4.90634346939623,
,,,-0.0175183125,5.81438221037388,0.932756297290325,,-0.0175183125,4.92587471753359,
,,,-0.0175105125,5.81438221037388,0.913057804107666,,-0.0175105125,4.92587471753359,
,,,-0.0175027125,5.8754877448082,0.913057804107666,,-0.0175027125,4.92587471753359,
,,,-0.0174949125,5.81438221037388,0.932756297290325,,-0.0174949125,4.92587471753359,
,,,-0.0174871125,5.81438221037388,0.913057804107666,,-0.0174871125,4.92587471753359,
,,,-0.0174793125,5.8754877448082,0.932756297290325,,-0.0174793125,4.92587471753359,
,,,-0.0174715125,5.8754877448082,0.932756297290325,,-0.0174715125,4.92587471753359,
,,,-0.0174637125,5.81438221037388,0.932756297290325,,-0.0174637125,4.92587471753359,
,,,-0.0174559125,5.81438221037388,0.932756297290325,,-0.0174559125,4.92587471753359,
,,,-0.0174481125,5.8754877448082,0.913057804107666,,-0.0174481125,4.90634346939623,
,,,-0.0174403125,5.81438221037388,0.932756297290325,,-0.0174403125,4.92587471753359,
,,,-0.0174325125,5.8754877448082,0.952454790472984,,-0.0174325125,4.90634346939623,
,,,-0.0174247125,5.81438221037388,0.932756297290325,,-0.0174247125,4.92587471753359,
,,,-0.0174169125,5.81438221037388,0.932756297290325,,-0.0174169125,4.92587471753359,
,,,-0.0174091125,5.81438221037388,0.932756297290325,,-0.0174091125,4.92587471753359,
,,,-0.0174013125,5.81438221037388,0.913057804107666,,-0.0174013125,4.92587471753359,
,,,-0.0173935125,5.81438221037388,0.932756297290325,,-0.0173935125,4.92587471753359,
,,,-0.0173857125,5.8754877448082,0.932756297290325,,-0.0173857125,4.92587471753359,
,,,-0.0173779125,5.81438221037388,0.913057804107666,,-0.0173779125,4.92587471753359,
,,,-0.0173701125,5.81438221037388,0.932756297290325,,-0.0173701125,4.92587471753359,
,,,-0.0173623125,5.8754877448082,0.932756297290325,,-0.0173623125,4.92587471753359,
,,,-0.0173545125,5.81438221037388,0.913057804107666,,-0.0173545125,4.92587471753359,
,,,-0.0173467125,5.81438221037388,0.932756297290325,,-0.0173467125,4.92587471753359,
,,,-0.0173389125,5.81438221037388,0.932756297290325,,-0.0173389125,4.92587471753359,
,,,-0.0173311125,5.8754877448082,0.913057804107666,,-0.0173311125,4.92587471753359,
,,,-0.0173233125,5.8754877448082,0.932756297290325,,-0.0173233125,4.92587471753359,
,,,-0.0173155125,5.8754877448082,0.932756297290325,,-0.0173155125,4.92587471753359,
,,,-0.0173077125,5.81438221037388,0.932756297290325,,-0.0173077125,4.92587471753359,
,,,-0.0172999125,5.8754877448082,0.913057804107666,,-0.0172999125,4.92587471753359,
,,,-0.0172921125,5.8754877448082,0.932756297290325,,-0.0172921125,4.92587471753359,
,,,-0.0172843125,5.8754877448082,0.913057804107666,,-0.0172843125,4.92587471753359,
,,,-0.0172765125,5.81438221037388,0.913057804107666,,-0.0172765125,4.92587471753359,
,,,-0.0172687125,5.81438221037388,0.932756297290325,,-0.0172687125,4.92587471753359,
,,,-0.0172609125,5.8754877448082,0.913057804107666,,-0.0172609125,4.92587471753359,
,,,-0.0172531125,5.81438221037388,0.913057804107666,,-0.0172531125,4.92587471753359,
,,,-0.0172453125,5.81438221037388,0.932756297290325,,-0.0172453125,4.92587471753359,
,,,-0.0172375125,5.81438221037388,0.932756297290325,,-0.0172375125,4.92587471753359,
,,,-0.0172297125,5.8754877448082,0.932756297290325,,-0.0172297125,4.92587471753359,
,,,-0.0172219125,5.81438221037388,0.932756297290325,,-0.0172219125,4.92587471753359,
,,,-0.0172141125,5.8754877448082,0.913057804107666,,-0.0172141125,4.92587471753359,
,,,-0.0172063125,5.8754877448082,0.932756297290325,,-0.0172063125,4.92587471753359,
,,,-0.0171985125,5.8754877448082,0.913057804107666,,-0.0171985125,4.92587471753359,
,,,-0.0171907125,5.81438221037388,0.913057804107666,,-0.0171907125,4.92587471753359,
,,,-0.0171829125,5.81438221037388,0.913057804107666,,-0.0171829125,4.92587471753359,
,,,-0.0171751125,5.81438221037388,0.913057804107666,,-0.0171751125,4.92587471753359,
,,,-0.0171673125,5.81438221037388,0.932756297290325,,-0.0171673125,4.92587471753359,
,,,-0.0171595125,5.8754877448082,0.932756297290325,,-0.0171595125,4.92587471753359,
,,,-0.0171517125,5.8754877448082,0.913057804107666,,-0.0171517125,4.92587471753359,
,,,-0.0171439125,5.8754877448082,0.932756297290325,,-0.0171439125,4.92587471753359,
,,,-0.0171361125,5.8754877448082,0.913057804107666,,-0.0171361125,4.98446846194565,
,,,-0.0171283125,5.81438221037388,0.932756297290325,,-0.0171283125,4.92587471753359,
,,,-0.0171205125,5.8754877448082,0.932756297290325,,-0.0171205125,4.92587471753359,
,,,-0.0171127125,5.8754877448082,0.932756297290325,,-0.0171127125,4.92587471753359,
,,,-0.0171049125,5.81438221037388,0.913057804107666,,-0.0171049125,4.92587471753359,
,,,-0.0170971125,5.8754877448082,0.932756297290325,,-0.0170971125,4.92587471753359,
,,,-0.0170893125,5.81438221037388,0.913057804107666,,-0.0170893125,4.92587471753359,
,,,-0.0170815125,5.81438221037388,0.913057804107666,,-0.0170815125,4.92587471753359,
,,,-0.0170737125,5.8754877448082,0.913057804107666,,-0.0170737125,4.92587471753359,
,,,-0.0170659125,5.8754877448082,0.932756297290325,,-0.0170659125,4.92587471753359,
,,,-0.0170581125,5.81438221037388,0.932756297290325,,-0.0170581125,4.90634346939623,
,,,-0.0170503125,5.8754877448082,0.913057804107666,,-0.0170503125,4.92587471753359,
,,,-0.0170425125,5.81438221037388,0.932756297290325,,-0.0170425125,4.92587471753359,
,,,-0.0170347125,5.8754877448082,0.932756297290325,,-0.0170347125,4.90634346939623,
,,,-0.0170269125,5.8754877448082,0.932756297290325,,-0.0170269125,4.92587471753359,
,,,-0.0170191125,5.81438221037388,0.932756297290325,,-0.0170191125,4.92587471753359,
,,,-0.0170113125,5.8754877448082,0.932756297290325,,-0.0170113125,4.92587471753359,
,,,-0.0170035125,5.8754877448082,0.932756297290325,,-0.0170035125,4.92587471753359,
,,,-0.0169957125,5.8754877448082,0.932756297290325,,-0.0169957125,4.92587471753359,
,,,-0.0169879125,5.81438221037388,0.932756297290325,,-0.0169879125,4.92587471753359,
,,,-0.0169801125,5.8754877448082,0.913057804107666,,-0.0169801125,4.92587471753359,
,,,-0.0169723125,5.8754877448082,0.932756297290325,,-0.0169723125,4.92587471753359,
,,,-0.0169645125,5.8754877448082,0.932756297290325,,-0.0169645125,4.92587471753359,
,,,-0.0169567125,5.81438221037388,0.932756297290325,,-0.0169567125,4.92587471753359,
,,,-0.0169489125,5.8754877448082,0.913057804107666,,-0.0169489125,4.92587471753359,
,,,-0.0169411125,5.8754877448082,0.913057804107666,,-0.0169411125,4.92587471753359,
,,,-0.0169333125,5.81438221037388,0.932756297290325,,-0.0169333125,4.92587471753359,
,,,-0.0169255125,5.8754877448082,0.932756297290325,,-0.0169255125,4.92587471753359,
,,,-0.0169177125,5.8754877448082,0.932756297290325,,-0.0169177125,4.92587471753359,
,,,-0.0169099125,5.8754877448082,0.913057804107666,,-0.0169099125,4.92587471753359,
,,,-0.0169021125,5.8754877448082,0.932756297290325,,-0.0169021125,4.92587471753359,
,,,-0.0168943125,5.8754877448082,0.932756297290325,,-0.0168943125,4.92587471753359,
,,,-0.0168865125,5.8754877448082,0.932756297290325,,-0.0168865125,4.90634346939623,
,,,-0.0168787125,5.8754877448082,0.932756297290325,,-0.0168787125,4.92587471753359,
,,,-0.0168709125,5.8754877448082,0.932756297290325,,-0.0168709125,4.92587471753359,
,,,-0.0168631125,5.8754877448082,0.952454790472984,,-0.0168631125,4.90634346939623,
,,,-0.0168553125,5.81438221037388,0.913057804107666,,-0.0168553125,4.92587471753359,
,,,-0.0168475125,5.81438221037388,0.932756297290325,,-0.0168475125,4.92587471753359,
,,,-0.0168397125,5.8754877448082,0.932756297290325,,-0.0168397125,4.92587471753359,
,,,-0.0168319125,5.81438221037388,0.932756297290325,,-0.0168319125,4.92587471753359,
,,,-0.0168241125,5.81438221037388,0.913057804107666,,-0.0168241125,4.92587471753359,
,,,-0.0168163125,5.8754877448082,0.913057804107666,,-0.0168163125,4.92587471753359,
,,,-0.0168085125,5.8754877448082,0.932756297290325,,-0.0168085125,4.92587471753359,
,,,-0.0168007125,5.81438221037388,0.913057804107666,,-0.0168007125,4.92587471753359,
,,,-0.0167929125,5.81438221037388,0.913057804107666,,-0.0167929125,4.92587471753359,
,,,-0.0167851125,5.81438221037388,0.932756297290325,,-0.0167851125,4.92587471753359,
,,,-0.0167773125,5.8754877448082,0.913057804107666,,-0.0167773125,4.90634346939623,
,,,-0.0167695125,5.8754877448082,0.932756297290325,,-0.0167695125,4.98446846194565,
,,,-0.0167617125,5.8754877448082,0.932756297290325,,-0.0167617125,4.98446846194565,
,,,-0.0167539125,5.8754877448082,0.913057804107666,,-0.0167539125,4.90634346939623,
,,,-0.0167461125,5.8754877448082,0.932756297290325,,-0.0167461125,4.92587471753359,
,,,-0.0167383125,5.8754877448082,0.913057804107666,,-0.0167383125,4.92587471753359,
,,,-0.0167305125,5.8754877448082,0.932756297290325,,-0.0167305125,4.92587471753359,
,,,-0.0167227125,5.8754877448082,0.913057804107666,,-0.0167227125,4.98446846194565,
,,,-0.0167149125,5.8754877448082,0.913057804107666,,-0.0167149125,4.98446846194565,
,,,-0.0167071125,5.8754877448082,0.932756297290325,,-0.0167071125,4.90634346939623,
,,,-0.0166993125,5.8754877448082,0.932756297290325,,-0.0166993125,4.92587471753359,
,,,-0.0166915125,5.8754877448082,0.932756297290325,,-0.0166915125,4.98446846194565,
,,,-0.0166837125,5.8754877448082,0.913057804107666,,-0.0166837125,4.92587471753359,
,,,-0.0166759125,5.8754877448082,0.913057804107666,,-0.0166759125,4.92587471753359,
,,,-0.0166681125,5.8754877448082,0.932756297290325,,-0.0166681125,4.92587471753359,
,,,-0.0166603125,5.8754877448082,0.932756297290325,,-0.0166603125,4.98446846194565,
,,,-0.0166525125,5.8754877448082,0.932756297290325,,-0.0166525125,4.92587471753359,
,,,-0.0166447125,5.81438221037388,0.932756297290325,,-0.0166447125,4.92587471753359,
,,,-0.0166369125,5.8754877448082,0.932756297290325,,-0.0166369125,4.92587471753359,
,,,-0.0166291125,5.8754877448082,0.932756297290325,,-0.0166291125,4.92587471753359,
,,,-0.0166213125,5.8754877448082,0.932756297290325,,-0.0166213125,4.92587471753359,
,,,-0.0166135125,5.8754877448082,0.932756297290325,,-0.0166135125,4.98446846194565,
,,,-0.0166057125,5.8754877448082,0.932756297290325,,-0.0166057125,4.92587471753359,
,,,-0.0165979125,5.8754877448082,0.932756297290325,,-0.0165979125,4.92587471753359,
,,,-0.0165901125,5.8754877448082,0.913057804107666,,-0.0165901125,4.92587471753359,
,,,-0.0165823125,5.81438221037388,0.932756297290325,,-0.0165823125,4.92587471753359,
,,,-0.0165745125,5.8754877448082,0.913057804107666,,-0.0165745125,4.98446846194565,
,,,-0.0165667125,5.8754877448082,0.932756297290325,,-0.0165667125,4.92587471753359,
,,,-0.0165589125,5.81438221037388,0.913057804107666,,-0.0165589125,4.92587471753359,
,,,-0.0165511125,5.8754877448082,0.913057804107666,,-0.0165511125,4.92587471753359,
,,,-0.0165433125,5.8754877448082,0.932756297290325,,-0.0165433125,4.92587471753359,
,,,-0.0165355125,5.8754877448082,0.913057804107666,,-0.0165355125,4.92587471753359,
,,,-0.0165277125,5.8754877448082,0.932756297290325,,-0.0165277125,4.98446846194565,
,,,-0.0165199125,5.8754877448082,0.913057804107666,,-0.0165199125,4.98446846194565,
,,,-0.0165121125,5.8754877448082,0.913057804107666,,-0.0165121125,4.98446846194565,
,,,-0.0165043125,5.8754877448082,0.913057804107666,,-0.0165043125,4.92587471753359,
,,,-0.0164965125,5.8754877448082,0.932756297290325,,-0.0164965125,4.98446846194565,
,,,-0.0164887125,5.8754877448082,0.913057804107666,,-0.0164887125,4.98446846194565,
,,,-0.0164809125,5.8754877448082,0.932756297290325,,-0.0164809125,4.98446846194565,
,,,-0.0164731125,5.8754877448082,0.913057804107666,,-0.0164731125,4.98446846194565,
,,,-0.0164653125,5.8754877448082,0.932756297290325,,-0.0164653125,4.98446846194565,
,,,-0.0164575125,5.8754877448082,0.932756297290325,,-0.0164575125,4.92587471753359,
,,,-0.0164497125,5.81438221037388,0.932756297290325,,-0.0164497125,4.92587471753359,
,,,-0.0164419125,5.8754877448082,0.913057804107666,,-0.0164419125,4.98446846194565,
,,,-0.0164341125,5.8754877448082,0.913057804107666,,-0.0164341125,4.98446846194565,
,,,-0.0164263125,5.8754877448082,0.932756297290325,,-0.0164263125,4.98446846194565,
,,,-0.0164185125,5.8754877448082,0.932756297290325,,-0.0164185125,4.98446846194565,
,,,-0.0164107125,5.8754877448082,0.932756297290325,,-0.0164107125,4.98446846194565,
,,,-0.0164029125,5.8754877448082,0.932756297290325,,-0.0164029125,4.92587471753359,
,,,-0.0163951125,5.8754877448082,0.932756297290325,,-0.0163951125,4.98446846194565,
,,,-0.0163873125,5.8754877448082,0.913057804107666,,-0.0163873125,4.98446846194565,
,,,-0.0163795125,5.8754877448082,0.932756297290325,,-0.0163795125,4.98446846194565,
,,,-0.0163717125,5.81438221037388,0.932756297290325,,-0.0163717125,4.92587471753359,
,,,-0.0163639125,5.8754877448082,0.932756297290325,,-0.0163639125,4.98446846194565,
,,,-0.0163561125,5.8754877448082,0.913057804107666,,-0.0163561125,4.92587471753359,
,,,-0.0163483125,5.93659327924252,0.932756297290325,,-0.0163483125,4.98446846194565,
,,,-0.0163405125,5.8754877448082,0.913057804107666,,-0.0163405125,4.98446846194565,
,,,-0.0163327125,5.8754877448082,0.913057804107666,,-0.0163327125,4.98446846194565,
,,,-0.0163249125,5.8754877448082,0.932756297290325,,-0.0163249125,4.92587471753359,
,,,-0.0163171125,5.8754877448082,0.932756297290325,,-0.0163171125,4.98446846194565,
,,,-0.0163093125,5.8754877448082,0.932756297290325,,-0.0163093125,4.98446846194565,
,,,-0.0163015125,5.81438221037388,0.932756297290325,,-0.0163015125,4.92587471753359,
,,,-0.0162937125,5.8754877448082,0.913057804107666,,-0.0162937125,4.98446846194565,
,,,-0.0162859125,5.8754877448082,0.913057804107666,,-0.0162859125,4.92587471753359,
,,,-0.0162781125,5.8754877448082,0.932756297290325,,-0.0162781125,4.98446846194565,
,,,-0.0162703125,5.8754877448082,0.932756297290325,,-0.0162703125,4.98446846194565,
,,,-0.0162625125,5.8754877448082,0.913057804107666,,-0.0162625125,4.98446846194565,
,,,-0.0162547125,5.8754877448082,0.932756297290325,,-0.0162547125,4.98446846194565,
,,,-0.0162469125,5.8754877448082,0.932756297290325,,-0.0162469125,4.98446846194565,
,,,-0.0162391125,5.8754877448082,0.932756297290325,,-0.0162391125,4.98446846194565,
,,,-0.0162313125,5.8754877448082,0.913057804107666,,-0.0162313125,4.98446846194565,
,,,-0.0162235125,5.8754877448082,0.932756297290325,,-0.0162235125,4.98446846194565,
,,,-0.0162157125,5.8754877448082,0.932756297290325,,-0.0162157125,4.98446846194565,
,,,-0.0162079125,5.8754877448082,0.913057804107666,,-0.0162079125,4.98446846194565,
,,,-0.0162001125,5.8754877448082,0.913057804107666,,-0.0162001125,4.98446846194565,
,,,-0.0161923125,5.8754877448082,0.913057804107666,,-0.0161923125,4.98446846194565,
,,,-0.0161845125,5.8754877448082,0.913057804107666,,-0.0161845125,4.98446846194565,
,,,-0.0161767125,5.8754877448082,0.932756297290325,,-0.0161767125,4.98446846194565,
,,,-0.0161689125,5.8754877448082,0.932756297290325,,-0.0161689125,4.98446846194565,
,,,-0.0161611125,5.8754877448082,0.932756297290325,,-0.0161611125,4.98446846194565,
,,,-0.0161533125,5.8754877448082,0.932756297290325,,-0.0161533125,4.98446846194565,
,,,-0.0161455125,5.8754877448082,0.932756297290325,,-0.0161455125,4.9649372138083,
,,,-0.0161377125,5.8754877448082,0.913057804107666,,-0.0161377125,4.98446846194565,
,,,-0.0161299125,5.8754877448082,0.932756297290325,,-0.0161299125,4.98446846194565,
,,,-0.0161221125,5.8754877448082,0.932756297290325,,-0.0161221125,4.98446846194565,
,,,-0.0161143125,5.8754877448082,0.932756297290325,,-0.0161143125,4.98446846194565,
,,,-0.0161065125,5.8754877448082,0.913057804107666,,-0.0161065125,4.98446846194565,
,,,-0.0160987125,5.8754877448082,0.932756297290325,,-0.0160987125,4.98446846194565,
,,,-0.0160909125,5.8754877448082,0.913057804107666,,-0.0160909125,4.98446846194565,
,,,-0.0160831125,5.8754877448082,0.932756297290325,,-0.0160831125,4.98446846194565,
,,,-0.0160753125,5.8754877448082,0.913057804107666,,-0.0160753125,4.9649372138083,
,,,-0.0160675125,5.8754877448082,0.932756297290325,,-0.0160675125,4.98446846194565,
,,,-0.0160597125,5.8754877448082,0.932756297290325,,-0.0160597125,4.98446846194565,
,,,-0.0160519125,5.8754877448082,0.932756297290325,,-0.0160519125,4.98446846194565,
,,,-0.0160441125,5.8754877448082,0.932756297290325,,-0.0160441125,4.98446846194565,
,,,-0.0160363125,5.8754877448082,0.913057804107666,,-0.0160363125,4.98446846194565,
,,,-0.0160285125,5.93659327924252,0.932756297290325,,-0.0160285125,4.98446846194565,
,,,-0.0160207125,5.8754877448082,0.932756297290325,,-0.0160207125,4.98446846194565,
,,,-0.0160129125,5.93659327924252,0.913057804107666,,-0.0160129125,4.98446846194565,
,,,-0.0160051125,5.8754877448082,0.932756297290325,,-0.0160051125,4.98446846194565,
,,,-0.0159973125,5.8754877448082,0.932756297290325,,-0.0159973125,4.98446846194565,
,,,-0.0159895125,5.8754877448082,0.932756297290325,,-0.0159895125,4.98446846194565,
,,,-0.0159817125,5.8754877448082,0.932756297290325,,-0.0159817125,4.98446846194565,
,,,-0.0159739125,5.93659327924252,0.932756297290325,,-0.0159739125,4.98446846194565,
,,,-0.0159661125,5.8754877448082,0.932756297290325,,-0.0159661125,4.98446846194565,
,,,-0.0159583125,5.8754877448082,0.932756297290325,,-0.0159583125,4.98446846194565,
,,,-0.0159505125,5.8754877448082,0.932756297290325,,-0.0159505125,4.98446846194565,
,,,-0.0159427125,5.93659327924252,0.913057804107666,,-0.0159427125,4.98446846194565,
,,,-0.0159349125,5.8754877448082,0.913057804107666,,-0.0159349125,4.98446846194565,
,,,-0.0159271125,5.8754877448082,0.932756297290325,,-0.0159271125,4.98446846194565,
,,,-0.0159193125,5.93659327924252,0.913057804107666,,-0.0159193125,4.98446846194565,
,,,-0.0159115125,5.8754877448082,0.913057804107666,,-0.0159115125,4.98446846194565,
,,,-0.0159037125,5.8754877448082,0.932756297290325,,-0.0159037125,4.98446846194565,
,,,-0.0158959125,5.93659327924252,0.932756297290325,,-0.0158959125,4.98446846194565,
,,,-0.0158881125,5.8754877448082,0.932756297290325,,-0.0158881125,4.98446846194565,
,,,-0.0158803125,5.8754877448082,0.913057804107666,,-0.0158803125,4.98446846194565,
,,,-0.0158725125,5.8754877448082,0.932756297290325,,-0.0158725125,4.98446846194565,
,,,-0.0158647125,5.8754877448082,0.913057804107666,,-0.0158647125,4.98446846194565,
,,,-0.0158569125,5.8754877448082,0.932756297290325,,-0.0158569125,4.98446846194565,
,,,-0.0158491125,5.8754877448082,0.932756297290325,,-0.0158491125,4.98446846194565,
,,,-0.0158413125,5.8754877448082,0.932756297290325,,-0.0158413125,4.98446846194565,
,,,-0.0158335125,5.8754877448082,0.932756297290325,,-0.0158335125,4.98446846194565,
,,,-0.0158257125,5.93659327924252,0.932756297290325,,-0.0158257125,4.98446846194565,
,,,-0.0158179125,5.8754877448082,0.932756297290325,,-0.0158179125,4.98446846194565,
,,,-0.0158101125,5.8754877448082,0.913057804107666,,-0.0158101125,4.98446846194565,
,,,-0.0158023125,5.8754877448082,0.932756297290325,,-0.0158023125,4.98446846194565,
,,,-0.0157945125,5.8754877448082,0.913057804107666,,-0.0157945125,4.98446846194565,
,,,-0.0157867125,5.8754877448082,0.932756297290325,,-0.0157867125,4.98446846194565,
,,,-0.0157789125,5.8754877448082,0.913057804107666,,-0.0157789125,4.98446846194565,
,,,-0.0157711125,5.8754877448082,0.932756297290325,,-0.0157711125,4.98446846194565,
,,,-0.0157633125,5.8754877448082,0.932756297290325,,-0.0157633125,4.98446846194565,
,,,-0.0157555125,5.8754877448082,0.932756297290325,,-0.0157555125,4.98446846194565,
,,,-0.0157477125,5.8754877448082,0.913057804107666,,-0.0157477125,4.9649372138083,
,,,-0.0157399125,5.93659327924252,0.932756297290325,,-0.0157399125,4.98446846194565,
,,,-0.0157321125,5.93659327924252,0.913057804107666,,-0.0157321125,4.98446846194565,
,,,-0.0157243125,5.8754877448082,0.913057804107666,,-0.0157243125,4.98446846194565,
,,,-0.0157165125,5.93659327924252,0.932756297290325,,-0.0157165125,4.98446846194565,
,,,-0.0157087125,5.8754877448082,0.932756297290325,,-0.0157087125,4.98446846194565,
,,,-0.0157009125,5.8754877448082,0.913057804107666,,-0.0157009125,4.98446846194565,
,,,-0.0156931125,5.8754877448082,0.932756297290325,,-0.0156931125,4.98446846194565,
,,,-0.0156853125,5.8754877448082,0.932756297290325,,-0.0156853125,4.98446846194565,
,,,-0.0156775125,5.93659327924252,0.932756297290325,,-0.0156775125,4.98446846194565,
,,,-0.0156697125,5.8754877448082,0.932756297290325,,-0.0156697125,4.9649372138083,
,,,-0.0156619125,5.93659327924252,0.913057804107666,,-0.0156619125,4.98446846194565,
,,,-0.0156541125,5.93659327924252,0.913057804107666,,-0.0156541125,4.98446846194565,
,,,-0.0156463125,5.8754877448082,0.932756297290325,,-0.0156463125,4.98446846194565,
,,,-0.0156385125,5.8754877448082,0.932756297290325,,-0.0156385125,4.98446846194565,
,,,-0.0156307125,5.93659327924252,0.932756297290325,,-0.0156307125,4.98446846194565,
,,,-0.0156229125,5.93659327924252,0.932756297290325,,-0.0156229125,4.98446846194565,
,,,-0.0156151125,5.8754877448082,0.913057804107666,,-0.0156151125,4.98446846194565,
,,,-0.0156073125,5.8754877448082,0.913057804107666,,-0.0156073125,4.98446846194565,
,,,-0.0155995125,5.8754877448082,0.932756297290325,,-0.0155995125,4.98446846194565,
,,,-0.0155917125,5.8754877448082,0.932756297290325,,-0.0155917125,4.98446846194565,
,,,-0.0155839125,5.8754877448082,0.913057804107666,,-0.0155839125,4.98446846194565,
,,,-0.0155761125,5.8754877448082,0.932756297290325,,-0.0155761125,4.98446846194565,
,,,-0.0155683125,5.8754877448082,0.932756297290325,,-0.0155683125,4.98446846194565,
,,,-0.0155605125,5.8754877448082,0.932756297290325,,-0.0155605125,4.98446846194565,
,,,-0.0155527125,5.8754877448082,0.932756297290325,,-0.0155527125,4.98446846194565,
,,,-0.0155449125,5.8754877448082,0.913057804107666,,-0.0155449125,4.98446846194565,
,,,-0.0155371125,5.8754877448082,0.913057804107666,,-0.0155371125,4.98446846194565,
,,,-0.0155293125,5.8754877448082,0.932756297290325,,-0.0155293125,4.98446846194565,
,,,-0.0155215125,5.8754877448082,0.932756297290325,,-0.0155215125,4.98446846194565,
,,,-0.0155137125,5.93659327924252,0.913057804107666,,-0.0155137125,4.98446846194565,
,,,-0.0155059125,5.93659327924252,0.913057804107666,,-0.0155059125,4.98446846194565,
,,,-0.0154981125,5.8754877448082,0.932756297290325,,-0.0154981125,4.98446846194565,
,,,-0.0154903125,5.8754877448082,0.932756297290325,,-0.0154903125,4.98446846194565,
,,,-0.0154825125,5.8754877448082,0.932756297290325,,-0.0154825125,4.98446846194565,
,,,-0.0154747125,5.8754877448082,0.913057804107666,,-0.0154747125,4.98446846194565,
,,,-0.0154669125,5.8754877448082,0.913057804107666,,-0.0154669125,4.98446846194565,
,,,-0.0154591125,5.8754877448082,0.932756297290325,,-0.0154591125,4.98446846194565,
,,,-0.0154513125,5.93659327924252,0.932756297290325,,-0.0154513125,4.98446846194565,
,,,-0.0154435125,5.93659327924252,0.913057804107666,,-0.0154435125,4.98446846194565,
,,,-0.0154357125,5.8754877448082,0.932756297290325,,-0.0154357125,4.98446846194565,
,,,-0.0154279125,5.93659327924252,0.913057804107666,,-0.0154279125,4.98446846194565,
,,,-0.0154201125,5.8754877448082,0.932756297290325,,-0.0154201125,4.98446846194565,
,,,-0.0154123125,5.93659327924252,0.932756297290325,,-0.0154123125,4.98446846194565,
,,,-0.0154045125,5.93659327924252,0.913057804107666,,-0.0154045125,4.98446846194565,
,,,-0.0153967125,5.8754877448082,0.932756297290325,,-0.0153967125,4.98446846194565,
,,,-0.0153889125,5.8754877448082,0.932756297290325,,-0.0153889125,4.98446846194565,
,,,-0.0153811125,5.93659327924252,0.932756297290325,,-0.0153811125,4.98446846194565,
,,,-0.0153733125,5.8754877448082,0.932756297290325,,-0.0153733125,4.98446846194565,
,,,-0.0153655125,5.8754877448082,0.932756297290325,,-0.0153655125,4.98446846194565,
,,,-0.0153577125,5.93659327924252,0.913057804107666,,-0.0153577125,4.98446846194565,
,,,-0.0153499125,5.8754877448082,0.932756297290325,,-0.0153499125,4.98446846194565,
,,,-0.0153421125,5.93659327924252,0.932756297290325,,-0.0153421125,4.98446846194565,
,,,-0.0153343125,5.8754877448082,0.932756297290325,,-0.0153343125,4.98446846194565,
,,,-0.0153265125,5.8754877448082,0.932756297290325,,-0.0153265125,4.98446846194565,
,,,-0.0153187125,5.8754877448082,0.913057804107666,,-0.0153187125,4.9649372138083,
,,,-0.0153109125,5.93659327924252,0.932756297290325,,-0.0153109125,4.98446846194565,
,,,-0.0153031125,5.93659327924252,0.932756297290325,,-0.0153031125,4.98446846194565,
,,,-0.0152953125,5.8754877448082,0.932756297290325,,-0.0152953125,4.98446846194565,
,,,-0.0152875125,5.8754877448082,0.932756297290325,,-0.0152875125,4.9649372138083,
